time,requestor,role,component,request_type,violation_type,score
2016-10-25 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 01:26:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-25 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 02:23:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-25 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 02:52:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-25 03:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 03:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 03:35:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 03:50:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 04:04:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 04:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 05:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 05:16:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 05:31:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 05:45:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2016-10-25 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 06:28:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-25 06:43:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-25 06:57:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-25 07:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 07:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 07:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 07:55:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-25 08:09:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-25 08:23:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-25 08:38:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-10-25 08:52:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-10-25 09:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 09:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 09:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 09:50:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 10:04:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 10:47:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 11:02:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 11:45:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-25 11:59:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-26 12:14:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 12:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 12:57:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-26 01:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 01:26:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-26 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 02:23:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 03:21:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 03:50:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 04:04:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-26 04:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 04:33:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-26 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 05:31:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 06:28:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 06:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 07:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 07:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 07:40:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-26 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 08:38:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 09:35:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 10:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 10:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 10:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 10:47:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-26 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 11:45:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 12:43:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 01:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 01:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 01:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 01:55:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-26 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 02:52:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 03:50:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 04:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 04:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 04:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 05:02:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-26 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 05:59:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 06:57:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-26 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 07:26:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-26 07:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 07:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 08:09:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-26 08:23:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-26 08:38:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-26 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 09:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 09:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 09:50:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-26 10:04:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-26 10:19:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2016-10-26 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-26 11:02:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-26 11:16:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-26 11:31:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-26 11:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-26 11:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 12:14:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-27 12:28:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-27 12:43:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-27 12:57:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-27 01:11:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-10-27 01:26:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-10-27 01:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 01:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 02:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 02:23:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-27 02:38:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-27 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 03:21:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-27 03:35:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-27 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 04:19:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-27 04:33:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-27 04:47:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-27 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 05:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 05:31:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-27 05:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 05:59:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-27 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 06:57:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-27 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 07:55:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-27 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 08:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 08:38:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-27 08:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 09:07:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-27 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 10:04:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-27 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 11:02:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-27 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 11:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 11:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 11:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 12:14:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-27 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 01:11:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-27 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 02:09:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-27 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 02:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 02:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 03:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 03:21:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-27 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 04:19:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-27 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 05:16:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-27 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 05:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 05:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 06:14:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-27 06:28:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-27 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-27 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
